a	b	c
0.09765923	0.399075289	0.503265481
0.439680166	0.228247932	0.332071902
0.496169927	0.200689718	0.303140355
1.219946898	-0.160618915	-0.059327982
0.098910489	0.400479141	0.50061037
0.455305643	0.222510453	0.322183905
0.870113224	0.015442366	0.114444411
0.28479873	0.308236946	0.406964324
0.455854976	0.222952971	0.321192053
0.017044588	0.44245735	0.540498062
0.16809595	0.366954558	0.464949492
0.361888485	0.27007355	0.368037965
2.75798822	-0.92773217	-0.83025605
0.496383557	0.203085421	0.300531022
0.25879696	0.322000793	0.419202246
0.405453658	0.24897	0.345576342
0.294000061	0.304788354	0.401211585
0.087801752	0.408078249	0.504119999
1.838160344	-0.466902676	-0.371257668
0.750083926	0.078249458	0.171666616
0.480559709	0.213248085	0.306192206
0.063692129	0.421857356	0.514450514
0.174535356	0.36651204	0.458952605
0.00573748	0.451200903	0.543061617
-1.222540971	1.06634724	1.156193731
0.414548173	0.247840815	0.337611011
0.279595325	0.315332499	0.405072176
0.115237892	0.398968474	0.485793634
0.202322459	0.355433821	0.442243721
1.972899564	-0.529313028	-0.443586535
0.036774804	0.439374981	0.523850215
0.296090579	0.310159612	0.393749809
0.195043794	0.361079745	0.443876461
1.490676595	-0.286507767	-0.204168828
0.073427534	0.422711875	0.503860591
0.380535295	0.269631031	0.349833674
0.194753868	0.36301767	0.442228462
-0.274056215	0.597918638	0.676137577
0.115009003	0.40356151	0.481429487
0.361934263	0.280114139	0.357951598
0.494109928	0.214194159	0.291695914
0.086565752	0.41810358	0.495330668
0.463682974	0.23014008	0.306176946
1.256569109	-0.16583758	-0.090731529
0.16585284	0.379650258	0.454496902
0.452543718	0.236747337	0.310708945
0.37182226	0.277321696	0.350856044
0.075823237	0.426007874	0.498168889
0.059663686	0.434354686	0.505981628
0.318903165	0.305047761	0.376049074
0.497024445	0.216147343	0.286828211
0.127216407	0.4013184	0.471465194
0.284615619	0.322702719	0.392681661
0.181524094	0.375438704	0.443037202
0.369258705	0.281838435	0.34890286
0.497985778	0.217825861	0.28418836
0.361400189	0.286461989	0.352137822
1.040864284	-0.053071688	0.012207404
0.44389172	0.246360668	0.309747612
1.94021424	-0.501754814	-0.438459426
0.295388653	0.320688498	0.383922849
0.0888699	0.424970244	0.486159856
0.470992157	0.23403119	0.294976653
0.077211829	0.431424909	0.491363262
0.111285745	0.415250099	0.473464156
0.093340861	0.424420911	0.482238227
0.049867244	0.446455275	0.50367748
-0.589739677	0.767937254	0.821802423
0.090762047	0.427869503	0.48136845
0.00328074	0.471770379	0.524948881
0.05365154	0.446821497	0.499526963
0.17035432	0.388485366	0.441160314
0.14906766	0.399838252	0.451094089
0.429685354	0.260078738	0.310235908
-0.671956542	0.810968352	0.860988189
0.193716239	0.378139592	0.428144169
0.134250923	0.408200323	0.457548753
0.211890011	0.369518113	0.418591876
0.276161992	0.337855159	0.385982849
0.556810205	0.198828089	0.244361705
0.150364696	0.402111881	0.447523423
0.095797601	0.429517502	0.474684896
0.043855098	0.456114383	0.500030519
0.104373302	0.426068911	0.469557787
-0.913937803	0.935483871	0.978453932
0.494903409	0.23116245	0.273934141
-0.780785546	0.869045076	0.911740471
0.051484725	0.453413495	0.495101779
0.223868526	0.36753441	0.408597064
0.296395764	0.331781976	0.37182226
0.207266457	0.376888333	0.41584521
0.306283761	0.327448347	0.366267891
0.297051912	0.332865383	0.370082705
0.131519517	0.41564684	0.452833644
-0.906796472	0.934842982	0.97195349
0.087908567	0.438138981	0.473952452
0.458571123	0.252937407	0.28849147
0.280190435	0.343455306	0.376354259
0.060380871	0.453566088	0.486053041
0.474089785	0.246955779	0.278954436
0.373378704	0.297585986	0.32903531
1.141300699	-0.085268715	-0.056031983
0.464491714	0.25348674	0.282021546
0.009903256	0.48115482	0.508941923
0.167134617	0.403027436	0.429837947
1.015594958	-0.02108829	0.005493332
1.115665151	-0.070986053	-0.044679098
0.051438948	0.461836604	0.486724448
0.274269845	0.350474563	0.375255593
0.468932157	0.253746147	0.277321696
0.054918058	0.461180456	0.483901486
0.002059999	0.487823115	0.510116886
0.278038881	0.349848933	0.372112186
0.117160558	0.430463576	0.452375866
0.057786798	0.460615864	0.481597339
0.188665426	0.395229957	0.416104617
0.317728202	0.330729087	0.351542711
0.104739525	0.437284463	0.457976012
-0.439130833	0.710165716	0.728965117
0.257896664	0.363719596	0.37838374
0.020233772	0.483687857	0.496078372
0.249656667	0.369472335	0.380870998
1.374217963	-0.19266335	-0.181554613
0.475051119	0.257240516	0.267708365
-0.336954863	0.66338084	0.673574023
-1.622333445	1.306833094	1.315500351
1.768578143	-0.388317515	-0.380260628
0.152699362	0.420072024	0.427228614
0.365108188	0.31429487	0.320596942
0.165089877	0.414868618	0.420041505
0.072771386	0.461272011	0.465956603
0.461882382	0.266960662	0.271156957
0.17690054	0.409558397	0.413541063
0.878353221	0.058931242	0.062715537
1.367442854	-0.185064241	-0.182378613
0.232001709	0.382915738	0.385082553
-0.262123478	0.630237739	0.631885739
0.173329875	0.413846248	0.412823878
-0.097079379	0.549119541	0.547959838
1.696035646	-0.347209082	-0.348826563
1.784752953	-0.391369366	-0.393383587
0.692129276	0.154972991	0.152897732
0.052659688	0.474791711	0.472548601
0.429059725	0.286812952	0.284127323
0.442976165	0.280343028	0.276680807
1.601458785	-0.296761986	-0.304696799
0.907193213	0.050691244	0.042115543
0.97051912	0.019562365	0.009918516
0.036271249	0.487197485	0.476531266
0.230475784	0.390270699	0.379253517
0.128772851	0.441923276	0.429303873
0.629688406	0.191778314	0.17853328
0.079302347	0.466978973	0.45371868
0.070131535	0.472289193	0.457579272
0.085222938	0.466307566	0.448469497
0.296517838	0.361003449	0.342478713
0.332255013	0.343150121	0.324594867
0.26453444	0.37777337	0.35769219
0.301461837	0.359874264	0.3386639
0.294747765	0.363612781	0.341639454
0.182790613	0.41973632	0.397473067
0.205343791	0.409039583	0.385616626
-1.385814997	1.206122013	1.179692984
0.451628162	0.287575915	0.260795923
0.283471175	0.371959593	0.344569231
0.370021668	0.328806421	0.301171911
0.473601489	0.277092807	0.249305704
0.333201086	0.347422712	0.319376202
0.275826289	0.376873074	0.347300638
2.750511185	-0.860438856	-0.890072329
0.339793085	0.345469527	0.314737388
0.421811579	0.304635762	0.27355266
0.037766655	0.496887112	0.465346232
0.179143651	0.426770837	0.394085513
0.35380108	0.339609973	0.306588946
0.278267769	0.377391888	0.344340342
0.42342906	0.304849391	0.271721549
0.149800104	0.441801202	0.408398694
0.466582232	0.283501694	0.249916074
0.165120396	0.43427839	0.400601215
0.227835932	0.40334788	0.368816187
0.335215308	0.34990997	0.314874722
0.123310038	0.455992309	0.420697653
0.118396558	0.458876308	0.422727134
0.076723533	0.479827265	0.443449202
-0.165379803	0.60258797	0.562791833
0.467482528	0.286431471	0.246086001
0.098391675	0.471297342	0.430310984
0.30610065	0.367488632	0.326410718
0.162617878	0.43980224	0.397579882
0.243873409	0.400128178	0.355998413
0.0491348	0.497558519	0.453306681
0.405163732	0.319925535	0.274910733
0.208899197	0.418637654	0.372463149
0.330088198	0.358211005	0.311700797
0.253929258	0.396664327	0.349406415
0.08967864	0.479003265	0.431318094
0.083986938	0.482222968	0.433790094
-0.746147038	0.897885067	0.848261971
0.21968749	0.41523484	0.36507767
0.453978088	0.298562578	0.247459334
0.37325663	0.3390759	0.28766747
1.017242958	0.017090365	-0.034333323
0.435987426	0.307779168	0.256233406
0.422513504	0.315195166	0.26229133
-0.479049043	0.766014588	0.713034455
0.30343028	0.375362407	0.321207312
0.232642598	0.410916471	0.356440931
0.251991333	0.40171514	0.346293527
0.37960448	0.3382519	0.28214362
0.189092685	0.433576464	0.377330851
0.36159856	0.348597674	0.289803766
0.414716025	0.322153386	0.263130589
0.105761895	0.476912748	0.417325358
0.291711173	0.384212775	0.324076052
0.413785211	0.32329783	0.262916959
0.158284249	0.451200903	0.390514847
1.150730918	-0.044068728	-0.106662191
0.146839808	0.458403272	0.39475692
0.804834132	0.129795221	0.065370647
0.122684408	0.471175268	0.406140324
0.935575426	0.065645314	-0.00122074
1.066866054	6.1037E-05	-0.066927091
0.456877346	0.305444502	0.237678152
0.428418836	0.319803461	0.251777703
0.121250038	0.473738823	0.405011139
0.460570086	0.306146428	0.233283486
0.220480972	0.426313059	0.353205969
0.270348216	0.402066103	0.327585681
0.498046815	0.288262581	0.213690603
1.512100589	-0.21866512	-0.293435469
0.16624958	0.454573199	0.379177221
0.164067507	0.456282235	0.379650258
0.339365825	0.368984039	0.291650136
0.121860408	0.47849971	0.399639882
0.223502304	0.428403577	0.348094119
0.174565874	0.452986236	0.37244789
1.835474715	-0.376873074	-0.458601642
0.317484054	0.383251442	0.299264504
0.488143559	0.299447615	0.212408826
0.498214667	0.294534135	0.207251198
-0.413861507	0.750724815	0.663136692
1.842249825	-0.377239296	-0.465010529
0.246620075	0.421292764	0.332087161
0.090792566	0.499267556	0.409939879
0.260719626	0.414593951	0.324686422
2.873500778	-0.891720328	-0.98178045
0.175634022	0.457228309	0.367137669
0.2747734	0.408078249	0.31714835
0.433851131	0.328592792	0.237556078
1.522080142	-0.215369121	-0.30671102
-0.86751915	0.981078524	0.886440626
0.443830683	0.325495163	0.230674154
0.306176946	0.395428327	0.298394726
0.230628376	0.433271279	0.336100345
0.294335765	0.401944029	0.303720206
0.267448958	0.416028321	0.316522721
0.94000061	0.080599384	-0.020599994
0.273262734	0.413983581	0.312753685
0.251319926	0.425214393	0.323465682
0.215796381	0.445875423	0.338328196
1.36936552	-0.129947813	-0.239417707
0.177449873	0.466032899	0.356517228
0.223853267	0.443006684	0.333140049
-0.126651814	0.618701743	0.507950072
-0.290658284	0.701040681	0.589617603
0.123035371	0.494293039	0.38267159
0.121845149	0.494949187	0.383205664
0.23035371	0.440717795	0.328928495
0.445722831	0.334299753	0.219977416
0.448026978	0.334437086	0.217535936
0.353556932	0.381939146	0.264503922
0.419339579	0.34910123	0.231559191
0.182149724	0.467879269	0.349971007
1.973082675	-0.427137059	-0.545945616
0.164021729	0.478392895	0.357585376
0.382412183	0.370052187	0.24753563
0.194860683	0.463835566	0.341303751
-0.928586688	1.025574511	0.903012177
0.200750755	0.462492752	0.336756493
-1.177831355	1.152256844	1.025574511
0.370769372	0.378505814	0.250724815
0.320734275	0.403912473	0.275353252
0.158284249	0.485229041	0.356486709
0.443464461	0.343821528	0.212714011
0.367305521	0.382122257	0.250572222
0.479689932	0.32595294	0.194357128
0.234397412	0.451170385	0.314432203
0.429013947	0.354274117	0.216711936
2.740592669	-0.80138554	-0.939207129
1.449964904	-0.15561388	-0.294351024
0.23976867	0.45167394	0.30855739
0.979430525	0.081911679	-0.061342204
0.24816126	0.448591571	0.303247169
1.705557421	-0.28009888	-0.425458541
0.498825037	0.323816645	0.177358318
0.201101718	0.472853786	0.326044496
0.315652944	0.415631581	0.268715476
1.005340739	0.071291238	-0.076631977
0.285409101	0.431379131	0.283211768
0.247001556	0.450956755	0.302041688
0.386333811	0.381908628	0.231757561
0.44532609	0.352961821	0.201712088
0.402493362	0.374462111	0.223044527
0.236426893	0.459288308	0.304284799
-0.451948607	0.803582873	0.648365734
0.334315012	0.411481063	0.254203925
0.496230964	0.331202124	0.172566912
0.497314371	0.330805383	0.171880245
0.406414991	0.376689962	0.216895047
0.268822291	0.446913053	0.284264657
0.175160985	0.494277779	0.330561235
-0.743186743	0.953794977	0.789391766
0.419446394	0.373500778	0.207052828
0.470839564	0.348155156	0.18100528
0.489501633	0.339442122	0.171056246
0.225745415	0.471892453	0.302362133
0.257484664	0.456068606	0.28644673
0.309823908	0.430143132	0.26003296
0.371654408	0.400158696	0.228186895
0.409726249	0.381328776	0.208944975
0.261970885	0.455214087	0.282815027
0.364680929	0.406476028	0.228843043
0.352488784	0.412594989	0.234916227
0.438276315	0.369914853	0.191808832
0.187688833	0.496642964	0.315668203
0.277062288	0.45228431	0.270653401
0.362804041	0.409680471	0.227515488
1.930234687	-0.373851741	-0.556382946
0.221976379	0.480330821	0.297692801
0.376934111	0.403195288	0.219870602
0.387615589	0.398358104	0.214026307
0.448271126	0.368068484	0.18366039
0.410290841	0.388317515	0.201391644
0.415311136	0.386501663	0.198187201
1.581774346	-0.196417127	-0.385357219
0.306253243	0.441709647	0.252037111
0.346858119	0.421536912	0.231604968
0.190084536	0.499984741	0.309930723
1.038666952	0.075869015	-0.114535966
0.259376812	0.468657491	0.271965697
0.413159581	0.392529069	0.19431135
0.24364452	0.47932371	0.27703177
0.588488418	0.307138279	0.104373302
0.338633381	0.432264168	0.229102451
0.461622974	0.372051149	0.166325877
1.786889248	-0.290200507	-0.496688742
-1.816278573	1.512680441	1.303598132
-0.942381054	1.076265755	0.866115299
2.432966094	-0.610644856	-0.822321238
0.249519333	0.481383709	0.269096957
0.345393231	0.433576464	0.221030305
0.391293069	0.411313211	0.197393719
0.410580767	0.40171514	0.187704093
0.372112186	0.421033357	0.206854457
-0.59971923	0.907376324	0.692342906
-0.978850673	1.099368267	0.879482406
1.536820582	-0.158421583	-0.378398999
1.241004669	-0.010010071	-0.230994598
0.844294565	0.189123203	-0.033417768
0.460097049	0.381298257	0.158604694
1.958342235	-0.367625965	-0.590716269
0.261635182	0.48156682	0.256797998
0.640308847	0.29422895	0.065462203
1.944792016	-0.357921079	-0.586870937
1.302255318	-0.036561174	-0.265694143
0.312753685	0.458662679	0.228583636
-0.575914792	0.903439436	0.672475356
1.099002045	0.067171239	-0.166173284
0.268105106	0.483352153	0.248542741
-0.856624042	1.046540727	0.810083316
0.294656209	0.470992157	0.234351634
1.609241005	-0.186162908	-0.423078097
0.082277902	0.57759331	0.340128788
0.784051027	0.228003784	-0.012054811
0.461699271	0.389538255	0.148762474
1.23157445	0.005462813	-0.237037263
0.414975433	0.414716025	0.170308542
-1.544358654	1.395031587	1.149327067
0.310953093	0.467619861	0.221427046
-1.111758782	1.17957091	0.932187872
0.289468062	0.479781487	0.23075045
0.292947172	0.478072451	0.228980377
0.458357494	0.395886105	0.145756401
1.664723655	-0.206946013	-0.457777642
0.252769555	0.499298074	0.247932371
0.402005066	0.425992615	0.172002319
0.434797205	0.410229804	0.154972991
0.299233985	0.479232154	0.22153386
0.322779015	0.467543565	0.209677419
0.478240303	0.390377514	0.131382183
0.406659139	0.426725059	0.166615802
0.445570238	0.40847499	0.145954772
1.906796472	-0.322122868	-0.584673605
0.455076754	0.405590991	0.139332255
0.442045351	0.412228767	0.145725883
0.313455611	0.476714377	0.209830012
0.433896908	0.417371136	0.148731956
0.471114231	0.399365215	0.129520554
0.386928922	0.441908017	0.17116306
1.780785546	-0.254799036	-0.525986511
1.400128178	-0.062746055	-0.337382122
0.381908628	0.448377941	0.169713431
0.472075564	0.404629658	0.123294778
0.469420454	0.406552324	0.124027223
0.383373516	0.450117496	0.166508988
0.37182226	0.457365642	0.170812098
0.409268471	0.439146092	0.151585437
0.865718558	0.211004975	-0.076723533
0.301721244	0.493972594	0.204306162
0.429685354	0.430646687	0.139667959
0.443021943	0.424604022	0.132374035
0.38616596	0.453886532	0.159947508
-0.434553056	0.86425367	0.570299387
0.334589679	0.481872005	0.183538316
1.554765465	-0.127933592	-0.426831874
0.836848048	0.231666005	-0.068514054
0.209906308	0.545182653	0.244911039
0.372402112	0.464079714	0.163518174
0.427655873	0.438520463	0.133823664
0.366130558	0.469878231	0.163991211
0.358043153	0.475325785	0.166631062
0.435880612	0.436674093	0.127445296
0.352031007	0.47891171	0.169057283
0.743156224	0.284310434	-0.027466659
0.41871395	0.446592608	0.134693442
0.387142552	0.462752159	0.150105289
-1.615466781	1.465224158	1.150242622
0.356913968	0.479598376	0.163487655
0.403881954	0.456373791	0.139744255
0.348261971	0.484511856	0.167226173
1.456160161	-0.068605609	-0.387554552
-0.518326365	0.919003876	0.599322489
0.411023286	0.454908902	0.134067812
0.451155126	0.435407575	0.1134373
0.402935881	0.459730827	0.137333293
0.350993377	0.486175115	0.162831507
0.382930998	0.471572008	0.145496994
0.498687704	0.413876766	0.08743553
0.963133641	0.184453871	-0.147587512
0.477340007	0.428281503	0.094378491
0.338984344	0.498016297	0.162999359
0.478667562	0.428846095	0.092486343
0.352214118	0.492355113	0.155430769
0.415768914	0.461485641	0.122745445
0.381542405	0.478728599	0.139728996
0.475768303	0.432737205	0.091494491
0.479750969	0.431394391	0.08885464
0.313638722	0.516159551	0.170201727
2.280678732	-0.466902676	-0.813776055
0.439664907	0.454939421	0.105395672
-0.603930784	0.977080599	0.626850185
0.669057283	0.342204047	-0.01126133
0.438962981	0.458128605	0.102908414
2.422894986	-0.533738212	-0.889156774
-0.103274636	0.729575488	0.373699149
0.452772607	0.451719718	0.095507675
0.060304575	0.651753288	0.287942137
0.484984893	0.439817499	0.075197607
0.389172033	0.488601337	0.12222663
0.746147038	0.311258278	-0.057405316
1.044984283	0.162388989	-0.207373272
-0.017670217	0.695242164	0.322428053
-0.708120975	1.041505173	0.666615802
0.425519578	0.476943266	0.097537156
1.983153783	-0.301339763	-0.68181402
0.438123722	0.47215186	0.089724418
0.442197943	0.470290231	0.087511826
1.98608356	-0.301248207	-0.684835353
1.082827235	0.152012696	-0.23483993
-0.315073092	0.851893674	0.463179418
0.402615436	0.493133335	0.104251228
0.443754387	0.473952452	0.082293161
1.066194647	0.165288247	-0.231482894
-1.319437239	1.35871456	0.960722678
0.444883572	0.47706534	0.078051088
0.496139409	0.451796014	0.052064577
0.409176916	0.497787408	0.093035676
0.48710593	0.460463271	0.052430799
0.417722098	0.495376446	0.086901456
1.815698721	-0.20291757	-0.612781152
0.415677358	0.49856563	0.085757012
0.471572008	0.471053194	0.057374798
0.483458968	0.469466231	0.047074801
0.59910886	0.411969359	-0.011078219
-1.423047578	1.424481948	0.99856563
-0.891781365	1.16135136	0.730430006
0.898770104	0.267677847	-0.166447951
1.696951201	-0.131138035	-0.565813166
-0.080324717	0.75777459	0.322550127
-1.191259499	1.313699759	0.87755974
0.442274239	0.497024445	0.060701315
0.453642384	0.492309336	0.05404828
-0.982055116	1.211890011	0.770165105
1.92239143	-0.23831904	-0.68407239
0.481292154	0.483046968	0.035660878
0.93017365	0.258980071	-0.189153722
0.478988006	0.485824152	0.035187841
0.450697348	0.500595111	0.048707541
0.456282235	0.498092593	0.045625172
-0.311868648	0.883541368	0.42832728
-0.606128117	1.030884732	0.575243385
0.918820765	0.269966735	-0.1887875
-0.993682669	1.230475784	0.763206885
1.00552385	0.232428968	-0.237952818
1.137455367	0.16727195	-0.304727317
0.496902371	0.487945189	0.01515244
-0.464033937	0.971373638	0.492660298
-0.899807733	1.189336833	0.710470901
-0.688924833	1.085268715	0.603656117
1.898098697	-0.206854457	-0.69124424
0.298440504	0.595904416	0.10565508
-0.417798395	0.955900754	0.461897641
0.837885678	0.32984405	-0.167729728
1.750877407	-0.126010926	-0.624866482
-0.866389966	1.183385723	0.683004242
1.651905881	-0.075472274	-0.576433607
0.337900937	0.582903531	0.079195532
1.204596088	0.15048677	-0.355082858
2.659108249	-0.57554857	-1.083559679
2.077425459	-0.28379162	-0.793633839
-0.792687765	1.155919065	0.6367687
1.569597461	-0.024842067	-0.544755394
-0.030793176	0.776909696	0.25388348
1.499374371	0.013245033	-0.512619404
0.851802118	0.337412641	-0.189214759
-0.108249153	0.818292795	0.289956359
1.0626545	0.240028077	-0.302682577
-0.593859676	1.07043672	0.523422956
0.175206763	0.686239204	0.138554033
-0.085909604	0.819116794	0.26679281
-1.634846034	1.593707083	1.041138951
2.5495468	-0.49528489	-1.05426191
2.451734977	-0.445997497	-1.00573748
1.215643788	0.172643208	-0.388286996
0.464247566	0.550675985	-0.014923551
-0.261207923	0.917111728	0.344096194
-0.563188574	1.070619831	0.492568743
1.004242073	0.288918729	-0.293160802
0.623371075	0.482009339	-0.105380413
-1.665211951	1.627430036	1.037781915
0.239600818	0.675557726	0.084841456
-0.295846431	0.943815424	0.352031007
-0.491775262	1.042420728	0.449354534
-0.267097995	0.93017365	0.336924345
1.985412152	-0.195898312	-0.78951384
-0.555864132	1.075838496	0.480025636
0.596453749	0.501052889	-0.097506638
-0.179754021	0.889797662	0.289956359
0.093630787	0.753563036	0.152806177
0.359324931	0.627307962	0.013367107
1.833826716	-0.109256264	-0.724570452
1.878292184	-0.129520554	-0.74877163
1.886104923	-0.127933592	-0.758171331
2.989928892	-0.67976928	-1.310159612
0.93530076	0.347697378	-0.282998138
1.655384991	-0.009277627	-0.646107364
-0.113650929	0.875789666	0.237861263
1.067598498	0.287820063	-0.355418561
2.641865291	-0.497268593	-1.144596698
2.034546953	-0.193304239	-0.841242714
1.59050264	0.033906064	-0.624408704
1.730277413	-0.033387249	-0.696890164
1.197607349	0.235999634	-0.433606983
1.362315744	0.154332102	-0.516647847
-0.64311655	1.160069582	0.483046968
-0.669392987	1.1744438	0.494949187
-0.757560961	1.224341563	0.533219398
-1.481185339	1.588061159	0.89312418
0.363048189	0.671742912	-0.034791101
0.138431959	0.784051027	0.077517014
1.964201788	-0.128147221	-0.836054567
0.264320811	0.722098453	0.013580737
0.937498093	0.389904477	-0.32740257
1.483901486	0.117343669	-0.601245155
0.007354961	0.856532487	0.136112552
-1.889980773	1.806268502	1.083712271
1.679189428	0.023041475	-0.702230903
-0.955961791	1.342448195	0.613513596
1.214362011	0.257881405	-0.472243416
1.200262459	0.265297403	-0.465559862
2.512619404	-0.387249367	-1.125370037
0.493362224	0.625293741	-0.118655965
1.850306711	-0.048280282	-0.802026429
1.957792901	-0.100833155	-0.856959746
0.52128666	0.618793298	-0.140079958
-0.095187231	0.927945799	0.167241432
0.376903592	0.694235054	-0.071138646
2.625995666	-0.426007874	-1.199987793
1.968138676	-0.095706046	-0.87243263
-0.95495468	1.366985076	0.587969604
-0.009582812	0.895138401	0.114444411
-0.144688253	0.96395764	0.180730613
1.381817072	0.203772088	-0.58558916
-0.737601856	1.265480514	0.472121342
-0.939329203	1.368327891	0.571001312
0.29688406	0.752189703	-0.049073763
0.118076113	0.842280343	0.039643544
0.758323923	0.524674215	-0.282998138
-0.46171453	1.134861293	0.326853236
-1.436017945	1.625141148	0.810876797
0.255470443	0.780541398	-0.036011841
0.363200781	0.729270302	-0.092471084
1.969512009	-0.071718497	-0.897793512
1.46989349	0.178228095	-0.648121586
2.150669881	-0.160344249	-0.990325632
0.061952574	0.888882107	0.049165319
-1.277016511	1.558458205	0.718558306
-0.237067782	1.041138951	0.195928831
0.872310556	0.486587115	-0.358897671
1.985717338	-0.069338054	-0.916379284
1.629413739	0.109286782	-0.738700522
0.520828883	0.66441847	-0.185247353
-0.368175298	1.109530931	0.258644368
1.597155675	0.127597888	-0.724753563
-0.492233039	1.175145726	0.317087313
-1.284340953	1.571428571	0.712912381
-0.304544206	1.08252205	0.222022156
-0.151371807	1.007263405	0.144108402
-0.936185797	1.399853511	0.536332286
1.350047304	0.259712516	-0.609759819
1.874568926	0.000793481	-0.875362407
-0.689077425	1.283761101	0.405316324
1.676259651	0.10196234	-0.778221992
-1.058503983	1.471938231	0.586565752
-0.942228462	1.418378246	0.523850215
1.876491592	0.010406812	-0.886898404
-1.82268746	1.861201819	0.961485641
0.776268807	0.562578204	-0.338847011
1.680104984	0.110843226	-0.79094821
0.030823695	0.937589648	0.031586657
1.500778222	0.204657125	-0.705435347
-0.488296152	1.199804682	0.28849147
0.847682119	0.532731101	-0.380413221
-1.009063997	1.462172308	0.54689169
-0.555223243	1.235419782	0.319803461
0.79320658	0.567064425	-0.360271004
1.862117374	0.032746361	-0.894863735
0.750633259	0.590594195	-0.341227454
-0.724875637	1.330088198	0.394787439
-0.932981353	1.435010834	0.497970519
1.504898221	0.219153417	-0.724051637
1.238807337	0.355662709	-0.594470046
-0.120517594	1.035462508	0.085055086
-0.526261177	1.239844966	0.286416211
-0.430341502	1.192388684	0.237952818
-0.195318461	1.076204718	0.119113742
1.207312235	0.375621815	-0.58293405
-1.121677297	1.540757469	0.580919828
-0.260292367	1.111972411	0.148319956
0.904080325	0.530350658	-0.434430982
2.661244545	-0.348185675	-1.31305887
-0.634449293	1.29996643	0.334482864
-0.210425123	1.092043825	0.118381298
-1.743491928	1.858760338	0.88473159
0.436902982	0.777184362	-0.214087344
1.803613392	0.098941008	-0.902554399
-1.141361736	1.572954497	0.568407239
-0.611346782	1.310037538	0.301309244
2.006622517	0.002471999	-1.009094516
1.115848262	0.451155126	-0.567003388
1.296121097	0.362437819	-0.658558916
2.147923215	-0.063447981	-1.084475234
0.427533799	0.797875912	-0.225409711
-0.926389355	1.476943266	0.449446089
2.753563036	-0.361613819	-1.391949217
1.21518601	0.411236915	-0.626422926
-1.437238685	1.738517411	0.698721274
-0.604541154	1.323465682	0.281075472
0.750358592	0.648548845	-0.398907437
-0.587542344	1.317911313	0.269631031
1.948789941	0.050233467	-0.999023408
1.224890896	0.412884915	-0.637775811
0.558641316	0.757042146	-0.315683462
0.121189001	0.979064302	-0.100253304
-0.9762566	1.529007843	0.447248756
1.27231666	0.40684225	-0.67915891
0.839259011	0.624927519	-0.464186529
1.612323374	0.239906003	-0.852229377
-0.629108554	1.360850856	0.268257698
1.618396558	0.238563189	-0.856959746
-0.913205359	1.505874813	0.407330546
-0.927426984	1.513443403	0.413983581
1.975096896	0.065797906	-1.040894803
1.407910398	0.351451155	-0.759361553
0.994537187	0.559007538	-0.553544725
-0.274147771	1.193853572	0.080294198
-0.406170843	1.259956664	0.146214179
0.138950774	0.987762078	-0.126712851
0.601397748	0.761528367	-0.362926115
-0.841059603	1.488296152	0.352763451
-1.179204688	1.657948546	0.521256142
1.712057863	0.212561419	-0.924619282
1.225348674	0.459852901	-0.685201575
0.536667989	0.81756035	-0.354228339
0.598559526	0.786980804	-0.38554033
-0.963286233	1.577654347	0.385631886
0.478255562	0.858851894	-0.337107456
-1.894405957	2.045991394	0.848414563
1.29914243	0.449324015	-0.748466445
0.309152501	0.945005646	-0.254158147
0.97830134	0.610705893	-0.589007233
0.536301767	0.83394879	-0.370250557
-0.43714713	1.322702719	0.114444411
-0.240546892	1.229377117	0.011169774
0.392284921	0.914334544	-0.306619465
-0.439313944	1.330454421	0.108859523
1.964018677	0.131076998	-1.095095676
0.876064333	0.675649281	-0.551713614
-0.751060518	1.489211707	0.261848811
0.228949858	1.000305185	-0.229255043
0.289010285	0.970458083	-0.259468368
1.04626606	0.591967528	-0.638233589
-0.448835719	1.340067751	0.108767968
-1.518723106	1.875850703	0.642872402
-0.117404706	1.176274911	-0.058870205
1.514206366	0.366557817	-0.880764183
-0.371562853	1.311044649	0.060518204
0.1617481	1.05139317	-0.21314127
1.805536058	0.232062746	-1.037598804
-0.034455397	1.152195807	-0.11774041
-0.5749382	1.422498245	0.152439955
2.554124577	-0.139133885	-1.414990692
0.554338206	0.86342967	-0.417767876
1.93325602	0.175298318	-1.108554338
-0.989928892	1.63698233	0.352946562
-0.898739586	1.591845454	0.306894131
-1.464552751	1.874782556	0.589770196
-1.09665212	1.693197424	0.403454695
-1.046143986	1.669087802	0.377056185
0.202215644	1.045991394	-0.248207038
-0.180486465	1.23935667	-0.058870205
0.45188757	0.926145207	-0.378032777
-1.985351115	2.14761803	0.837733085
-0.504226814	1.407361064	0.096865749
-0.462385937	1.38840907	0.073976867
0.41993469	0.950132756	-0.370067446
2.011200293	0.159947508	-1.171147801
1.361674856	0.485854671	-0.847529527
1.785668508	0.277138585	-1.062807093
1.3988464	0.470748009	-0.869594409
-0.858363598	1.601641896	0.256721702
1.136539811	0.604327525	-0.740867336
-0.6486404	1.497421186	0.151219214
-0.875087741	1.610644856	0.264442885
0.684255501	0.831934568	-0.516190069
0.51167333	0.921018097	-0.432691427
-0.026856288	1.190649129	-0.16379284
2.66093936	-0.150578326	-1.510361034
1.056581317	0.653126621	-0.709707938
0.95864742	0.705862606	-0.664510025
-0.506057924	1.439039277	0.067018647
